n,pnl,fw,prof,yld,daily_sh,weekly_sh,dd,calmar,cagr,book,period
4563,32643.089999999967,0.44093797939951784,0.5318869165023011,10.148598854908663,2.43697672304953,1.532191099787783,-13.262270734906457,3.1931946742927866,42.34901227973238,BASE,is
4538,34269.26499999997,0.44424856765094756,0.5345967386513882,10.678770218037922,2.563935932903273,1.6160979493259067,-12.879063709693494,3.3893817071434285,43.65206294276991,r_side_parity_balance_wf v0.01,is
593,4591.334999999992,0.42495784148397975,0.5261382799325464,10.439535828119235,3.6401994396511883,3.1905667228589136,-6.258227724742261,19.35140625265953,121.1055071231446,BASE,oot
589,4805.9899999999925,0.4295415959252971,0.5280135823429541,10.861558905886616,3.8662490447768376,3.459810774211535,-6.207917575987077,20.617460623911352,127.99149617940077,r_side_parity_balance_wf v0.01,oot
5156,37234.42499999996,0.439100077579519,0.5312257564003103,10.183594431398207,2.5368545095268717,1.6221873779817915,-13.262270734906457,3.0399938048167985,40.31722087191876,BASE,all
5127,39075.25499999996,0.44255900136532084,0.5338404525063389,10.70091948163139,2.670351924275459,1.7122249429572505,-12.879063709693494,3.2217074164309425,41.492575070206136,r_side_parity_balance_wf v0.01,all
