ground,bull_cut,bear_cut,is_n,is_pnl,is_full_win,is_profitable,is_yield_pct,is_weekly_sharpe,is_max_dd,is_calmar,oot_n,oot_pnl,oot_full_win,oot_profitable,oot_yield_pct,oot_weekly_sharpe,oot_max_dd,oot_calmar
0.005,0.0,0.5,4609.0,34996.54499999997,44.521588197005855,53.74267737036234,10.585109140527072,2.488446701617945,-19.622879472834175,2.285290336541389,438.0,3025.1049999999996,42.465753424657535,52.054794520547944,9.152742626246733,3.198157490841783,-8.14827619745534,14.846733243780754
0.005,0.05,0.0,5466.0,37628.72499999997,44.163922429564586,53.42114892060007,9.761081966087033,2.5907386885572192,-14.564470836662924,3.17439097899548,548.0,3569.960000000002,41.78832116788321,51.277372262773724,8.485459277658276,3.146390755487973,-7.52333693904067,19.922332441330983
0.005,0.05,0.05,5439.0,37938.42999999997,44.199301342158485,53.50248207391064,9.861475112105483,2.6135418988514636,-14.763663998148747,3.147204928772889,545.0,3380.5700000000015,41.467889908256886,51.00917431192661,8.074971831938011,2.9886968738045154,-7.899485546318474,17.66763934919927
0.005,0.05,0.1,5403.0,37517.15499999997,44.23468443457338,53.488802517120114,9.792766016504194,2.5813931893491433,-14.735294041110869,3.135566326269164,538.0,3251.0800000000027,41.44981412639405,51.11524163568774,7.854536880020862,2.913044501999215,-7.69077273923342,17.251478347517875
0.005,0.05,0.15000000000000002,5342.0,37698.12499999997,44.327967053538,53.59415949082741,9.9171636258964,2.5894970671050888,-14.751110736039486,3.141390639791897,532.0,3012.3200000000024,41.35338345864661,50.93984962406015,7.398698095185001,2.710163803899089,-7.889403340394052,15.251497603410158
0.005,0.05,0.2,5264.0,36860.66999999998,44.41489361702128,53.64741641337386,9.825066353976146,2.537154367583351,-14.869597383405086,3.0775363759998173,517.0,3130.340000000001,41.3926499032882,51.25725338491296,7.932810061258467,2.9035947873324366,-7.400235964772661,17.077119600068674
0.005,0.05,0.25,5220.0,36556.83499999997,44.44444444444444,53.67816091954023,9.80655459687171,2.516150236282847,-15.605534977265624,2.917593370729911,500.0,3425.3549999999977,42.0,52.0,8.969884736488165,3.2089019352671726,-7.042211400711906,20.16111148229371
0.005,0.05,0.30000000000000004,5126.0,35690.47499999997,44.4596176355833,53.6870854467421,9.764246513603029,2.478064041014967,-16.285466402736915,2.7581215704325976,494.0,3454.074999999998,41.902834008097166,52.0242914979757,9.194595909744777,3.265725672242099,-6.9792075626284085,20.566100309912166
0.005,0.05,0.35000000000000003,5045.0,35752.909999999974,44.5589692765114,53.77601585728444,9.940628278315708,2.4981831556714607,-18.29976878798344,2.460022714633018,475.0,3441.989999999997,42.10526315789473,52.421052631578945,9.596970671996216,3.465089619662937,-6.213293183307078,22.99576221688324
0.005,0.05,0.4,4927.0,34357.17999999997,44.40836208646235,53.58230160340979,9.783778405542645,2.431578669460933,-19.610434634922214,2.2450165380271225,464.0,3405.174999999998,42.241379310344826,52.370689655172406,9.756350183685006,3.4734717502326173,-6.155803213406708,22.887228471684896
