ground,bull_cut,bear_cut,is_n,is_pnl,is_full_win,is_profitable,is_yield_pct,is_weekly_sharpe,is_max_dd,is_calmar,oot_n,oot_pnl,oot_full_win,oot_profitable,oot_yield_pct,oot_weekly_sharpe,oot_max_dd,oot_calmar
0.0075,0.45,0.0,3157.0,21142.904999999995,44.472600570161546,52.834969908140636,8.994514440380687,1.8754087564561477,-16.80719608168717,2.1051976476517598,297.0,-542.3999999999982,36.36363636363637,45.45454545454545,-2.242734680848593,-0.6314544081072299,-14.171549427718332,-1.0870627862589792
0.0075,0.45,0.05,3139.0,21200.914999999994,44.50461930551131,52.91494106403313,9.039250954719016,1.8834395361438963,-17.041882521101627,2.0852664966739476,296.0,-656.0699999999983,36.14864864864865,45.27027027027027,-2.727972413827508,-0.7817009651665154,-14.171549427718332,-1.2997206578480547
0.0075,0.45,0.1,3108.0,21205.784999999996,44.62676962676962,52.99227799227799,9.103484434133028,1.886153283016331,-16.2518771369935,2.192371860261967,291.0,-731.7349999999979,36.42611683848797,45.36082474226804,-3.0921394028826383,-0.8916095337054487,-14.399484432809274,-1.415670227545741
0.0075,0.45,0.15000000000000002,3065.0,21810.524999999994,44.82871125611745,53.2137030995106,9.446121934068781,1.9417065185920406,-16.34271196634013,2.225704994466555,287.0,-1181.1649999999981,35.88850174216028,44.599303135888505,-5.092213967272106,-1.4668656155562778,-16.12691597164786,-1.9479414481956134
0.0075,0.45,0.2,3009.0,21647.97499999999,45.031571950814225,53.33998005982053,9.51506432719235,1.934294153958008,-17.07886735200447,2.1293425511432167,279.0,-1238.344999999998,35.483870967741936,44.44444444444444,-5.512798996041942,-1.5967345257069883,-16.838963518713168,-1.944285641251327
0.0075,0.45,0.25,2974.0,21489.47499999999,45.057162071284466,53.396099529253526,9.513712144162861,1.9213954505337478,-18.377658717389657,1.9786617170410443,270.0,-1086.0100000000002,35.92592592592593,44.81481481481481,-4.999129993675193,-1.4043299680054173,-16.75230117545282,-1.7587936587657527
0.0075,0.45,0.30000000000000004,2918.0,21594.304999999993,45.2021932830706,53.529814941740916,9.71493628537737,1.9612914910434782,-16.344012948092367,2.25772912253873,268.0,-1093.3300000000004,35.82089552238806,44.776119402985074,-5.089066696456418,-1.424357109424829,-17.869462748395826,-1.6755148616043933
0.0075,0.45,0.35000000000000003,2861.0,21140.725,45.159035302341834,53.51275777700105,9.6846730050693,1.9463477264177025,-19.255674069129004,1.9002953135717469,255.0,-1204.67,35.68627450980392,45.09803921568628,-5.938096745031582,-1.6464085556313948,-19.695094921096977,-1.6550972944985065
0.0075,0.45,0.4,2790.0,20763.879999999994,45.08960573476703,53.51254480286738,9.738755117812458,1.9566950843803972,-19.13501891807632,1.912671423885977,251.0,-1085.565000000001,36.254980079681275,45.0199203187251,-5.447195226224459,-1.4619407354921115,-19.865475039524494,-1.4977076598396883
0.0075,0.45,0.45,2701.0,21176.34499999999,45.42761940022214,53.7578674564976,10.173164852403355,2.019977655163472,-17.87804252806835,2.105178015274863,238.0,-1451.2600000000004,35.714285714285715,43.69747899159664,-7.584500288744708,-1.959328820173478,-23.47053615155338,-1.6447867108635756
0.0075,0.45,0.5,2549.0,21019.15499999999,45.74342879560612,53.9819537073362,10.485820301234503,2.0204392389145056,-18.256836556875367,2.08609230813857,236.0,-1465.2800000000002,35.59322033898305,43.64406779661017,-7.69128615197912,-1.9818113665944048,-23.19927899898232,-1.67749788218902
0.0075,0.5,0.0,2949.0,21024.939999999995,44.557477110885046,52.96710749406579,9.60165551737361,1.9333640647581176,-14.664738754609152,2.4362721860455885,272.0,-98.56499999999738,38.23529411764706,46.32352941176471,-0.44287192547403165,-0.1165156796916887,-14.523223827392794,-0.20160128450845338
0.0075,0.5,0.05,2931.0,21082.949999999993,44.592289321050835,53.05356533606278,9.651137315277305,1.9419386458806556,-14.581936136989981,2.460915652761649,271.0,-212.23499999999774,38.00738007380074,46.125461254612546,-0.9594346326812081,-0.25506059343613896,-14.523223827392794,-0.4291660703758125
0.0075,0.5,0.1,2900.0,21087.819999999992,44.72413793103448,53.137931034482754,9.724656327675014,1.9462145505533242,-15.55484434086033,2.3160191922040956,266.0,-287.89999999999725,38.34586466165413,46.2406015037594,-1.3245630299229656,-0.3499708373299047,-14.740980136628856,-0.5692109338709609
0.0075,0.5,0.15000000000000002,2857.0,21692.55999999999,44.942247112355616,53.37766888344417,10.098884295760431,2.0057171907713287,-14.333740095261337,2.5694893488284656,262.0,-737.3299999999978,37.786259541984734,45.41984732824427,-3.467076573522251,-0.92012657058549,-16.375765299724378,-1.2536219462523603
0.0075,0.5,0.2,2801.0,21530.009999999995,45.16244198500535,53.5166012138522,10.183514123340318,1.9993561714360182,-14.5042382445289,2.545285144975346,254.0,-794.5099999999971,37.40157480314961,45.2755905511811,-3.8692035725764677,-1.0125968644742698,-16.35146492365198,-1.3449385005845274
0.0075,0.5,0.25,2766.0,21371.50999999999,45.191612436731745,53.579175704989154,10.187263664555056,1.9912563128540646,-15.779536439615727,2.3424280391358643,245.0,-642.1749999999997,37.95918367346939,45.714285714285715,-3.2441125551841377,-0.8233414619310198,-15.79870452310378,-1.155216077501987
0.0075,0.5,0.30000000000000004,2710.0,21476.33999999999,45.35055350553506,53.7269372693727,10.415951498789783,2.0358316128689253,-13.783067602093535,2.7255424402837187,243.0,-649.4949999999997,37.86008230452675,45.67901234567901,-3.3213739087834764,-0.8388823487168682,-16.88467729033335,-1.1044006192180338
0.0075,0.5,0.35000000000000003,2653.0,21022.759999999995,45.30719939690916,53.712777987184325,10.397109013817287,2.027443057746498,-15.94757273855012,2.33891361139344,230.0,-760.8349999999997,37.826086956521735,46.08695652173913,-4.144376506475289,-1.0278168338049465,-19.20708101074682,-1.1239514620698439
0.0075,0.5,0.4,2582.0,20645.914999999994,45.23625096824168,53.71804802478699,10.473973342446051,2.0444470555718497,-16.141739001427226,2.3146751842284825,226.0,-641.7300000000004,38.49557522123894,46.017699115044245,-3.5651686473159176,-0.8548508765083199,-19.36069118374707,-0.952427341546576
0.0075,0.5,0.45,2493.0,21058.37999999999,45.607701564380264,53.991175290814276,10.964111068637383,2.111229357080421,-14.89656837425024,2.5804937331949533,213.0,-1007.425,38.028169014084504,44.60093896713615,-5.855195325259247,-1.3200662843712396,-22.86869586419218,-1.2302063805198042
0.0075,0.5,0.5,2341.0,20901.189999999988,45.963263562580096,54.250320375907734,11.337116713364967,2.1198266700069235,-15.7023761956683,2.4883125482131745,211.0,-1021.4449999999999,37.91469194312796,44.54976303317535,-5.96558986303226,-1.3406443433040485,-22.985485831234122,-1.2390961250377817
0.01,0.0,0.0,3517.0,27640.549999999967,44.12851862382713,53.909582030139326,11.1651566469795,2.434823606940561,-12.490221015870784,3.344191372611912,366.0,3267.6249999999973,42.07650273224044,53.551912568306015,11.991614448104066,4.017244766593035,-6.251750006846734,21.361992148834865
0.01,0.0,0.05,3503.0,27610.609999999964,44.10505281187553,53.92520696545818,11.169705256963674,2.433557394351458,-12.744712850906359,3.275082554450847,365.0,3153.954999999997,41.917808219178085,53.42465753424658,11.632106695305994,3.911896761184242,-6.251750006846734,20.410016654613983
0.01,0.0,0.1,3482.0,27759.949999999968,44.17001723147616,54.02067777139575,11.279916008358843,2.445600685387382,-12.83118061786067,3.272650556202445,362.0,3033.079999999997,41.988950276243095,53.31491712707182,11.308829155055495,3.766987290437309,-6.251750006846734,19.41559198687181
0.01,0.0,0.15000000000000002,3456.0,27667.714999999967,44.21296296296296,54.05092592592593,11.286886373767276,2.4451365426570018,-12.896745932415543,3.252946827331141,359.0,2626.869999999997,41.5041782729805,52.92479108635098,9.919990392956032,3.3106797633285465,-6.3233994804644755,16.02304199842285
0.01,0.0,0.2,3412.0,27362.444999999967,44.25556858147714,54.1031652989449,11.284331707437763,2.4239429213876558,-13.352837638966585,3.1306675166435953,354.0,2721.359999999997,41.52542372881356,53.10734463276836,10.489935850636279,3.464231986623521,-6.2956991216959635,16.81681153418976
0.01,0.0,0.25,3384.0,27060.304999999968,44.26713947990544,54.107565011820334,11.219778978650057,2.3957878243939117,-13.925677708319139,2.9837136813736755,347.0,2746.824999999997,41.78674351585015,53.31412103746398,10.82461043500602,3.471528261094134,-6.096877630464881,17.56840005099014
0.01,0.0,0.30000000000000004,3343.0,27969.134999999966,44.45109183368232,54.32246485192941,11.73171657980648,2.496138474161405,-13.735178252603674,3.0992867504795947,346.0,2857.274999999997,41.90751445086705,53.46820809248555,11.308510566720704,3.6323232236253276,-6.096877630464881,18.459120101194536
0.01,0.0,0.35000000000000003,3300.0,27643.414999999968,44.45454545454545,54.36363636363636,11.742101481360896,2.4800930255327067,-16.167138414761205,2.629353488769423,338.0,2847.8949999999973,42.01183431952663,53.84615384615385,11.626258350047364,3.6694425432881137,-6.1790453304492505,18.138425715962455
0.01,0.0,0.4,3244.0,27044.374999999964,44.38964241676942,54.34648581997534,11.676243969671011,2.4547801243510996,-16.520774329051456,2.5522088236338685,335.0,2969.1749999999965,42.38805970149254,54.02985074626866,12.277861950216582,3.804525084633169,-6.118065693133678,19.310167821194742
0.01,0.0,0.45,3183.0,26639.524999999965,44.39208294062206,54.319824065347156,11.671997952631946,2.4304766313025006,-16.594954437432797,2.5347512950466853,326.0,2894.079999999997,42.63803680981595,53.987730061349694,12.207362514900236,3.677484957577425,-6.787331786053197,17.142537502545196
0.01,0.0,0.5,3089.0,26154.639999999963,44.38329556490774,54.32178698607964,11.703019760723517,2.394937246512972,-18.16468803040886,2.3199955671998627,325.0,2837.7099999999973,42.46153846153846,53.84615384615385,11.991001181897724,3.607710543667423,-6.8185339772729,16.644800470059174
0.01,0.05,0.0,3473.0,27945.949999999968,44.57241577886553,54.3046357615894,11.255576143871204,2.450029271029974,-12.699162283398223,3.325310073272113,365.0,3350.1749999999965,42.19178082191781,53.6986301369863,12.251956553540069,4.020393039703438,-6.2835114929707725,21.95211936163558
0.01,0.05,0.05,3459.0,27916.009999999966,44.550448106389126,54.32205839838103,11.260245989254756,2.4488272015779553,-12.949898969120166,3.258635493402044,364.0,3236.5049999999965,42.032967032967036,53.57142857142857,11.894992717475143,3.9165766360238123,-6.2835114929707725,20.99308189819898
0.01,0.05,0.1,3438.0,28065.349999999966,44.618964514252475,54.42117510180338,11.370533495213017,2.459928280735571,-13.034818661020765,3.2568434524903775,361.0,3115.6299999999965,42.10526315789473,53.46260387811634,11.575722426092891,3.7748632450530737,-6.2835114929707725,19.99116893462761
0.01,0.05,0.15000000000000002,3412.0,27973.114999999965,44.66588511137163,54.45486518171161,11.377840533547865,2.4593222376751354,-13.098948472226324,3.237954181974364,358.0,2709.4199999999964,41.62011173184357,53.072625698324025,10.195248824849509,3.360696791232348,-6.355895048607152,16.566422652360817
0.01,0.05,0.2,3368.0,27667.84499999997,44.71496437054632,54.513064133016634,11.37628443403242,2.4384686669826867,-13.550214325840171,3.1193343628367187,353.0,2803.9099999999967,41.64305949008499,53.25779036827195,10.768807708009986,3.511908158907571,-6.327909887359196,17.36868017855873
0.01,0.05,0.25,3340.0,27365.70499999997,44.73053892215569,54.52095808383234,11.312418375656275,2.4109386107008706,-14.114368492103447,2.9768207561366746,346.0,2829.374999999997,41.90751445086705,53.46820809248555,11.108443536029332,3.5191941617021683,-6.128054226791846,18.139910634070326
0.01,0.05,0.30000000000000004,3299.0,28274.534999999967,44.922703849651406,54.743861776295844,11.823880868520659,2.5124171165231317,-13.92660438367388,3.090136413394344,345.0,2939.8249999999966,42.028985507246375,53.62318840579711,11.591757375596071,3.6775739166713883,-6.128054226791846,19.037564520861142
0.01,0.05,0.35000000000000003,3256.0,27948.81499999997,44.932432432432435,54.791154791154796,11.835398828563422,2.496609394833752,-16.32241606408091,2.6331709256265303,337.0,2930.4449999999965,42.13649851632047,54.00593471810089,11.917164292000187,3.71387598915133,-6.210603701424466,18.708711944645202
0.01,0.05,0.4,3200.0,27349.774999999965,44.875,54.78125,11.771273620965642,2.47152161704166,-16.669776018199244,2.5579423833193635,334.0,3051.7249999999963,42.51497005988024,54.191616766467064,12.569965866089778,3.8652782693679777,-6.149002693125194,20.244509740316285
0.01,0.05,0.45,3139.0,26944.924999999963,44.88690665817139,54.762663268556864,11.768445697807644,2.4482076650504174,-16.743519304538,2.5410339730401805,325.0,2976.629999999997,42.769230769230774,54.15384615384615,12.505582417914813,3.740796609588629,-6.821571468666566,17.990492447490887
0.01,0.05,0.5,3045.0,26460.039999999964,44.893267651888344,54.778325123152705,11.801409780187239,2.414941161909657,-18.492464770640016,2.3084893452410546,324.0,2920.2599999999966,42.592592592592595,54.01234567901234,12.290615183113848,3.671625475255264,-6.853089992860751,17.47583906027785
0.01,0.1,0.0,3404.0,28838.179999999968,44.85898942420681,54.64159811985899,11.650230415621524,2.5224771079326196,-12.919721605478852,3.344676556170003,355.0,3100.0749999999957,42.25352112676056,54.08450704225351,11.37429325153823,3.668313495911036,-6.919088264281948,18.03893178981712
0.01,0.1,0.05,3390.0,28808.239999999965,44.83775811209439,54.660766961651916,11.655503443114965,2.5215788138785884,-13.168916811005516,3.279165514639491,354.0,2986.4049999999957,42.090395480225986,53.954802259887,11.011789423847343,3.56320971580896,-6.919088264281948,17.20045322687898
0.01,0.1,0.1,3369.0,28957.579999999965,44.909468685069754,54.76402493321461,11.767880932253348,2.5326434240993545,-13.253024552027881,3.2775433608876474,351.0,2865.5299999999957,42.16524216524217,53.84615384615385,10.681789631149407,3.4196756583923644,-6.919088264281948,16.324787896913076
0.01,0.1,0.15000000000000002,3343.0,28865.344999999965,44.959617110379895,54.80107687705653,11.776781556062854,2.5323035150654842,-13.246737604163727,3.276399523273936,348.0,2459.3199999999956,41.66666666666667,53.44827586206896,9.285211062876733,3.0043167894356633,-6.999882471733187,13.344770341392687
0.01,0.1,0.2,3299.0,28560.07499999997,45.01364049712034,54.865110639587755,11.779580620809478,2.511779744429593,-13.696624824615212,3.1587617041001392,343.0,2553.809999999996,41.690962099125365,53.64431486880466,9.841867118742814,3.163297282048554,-6.968642576196071,14.040857519422008
0.01,0.1,0.25,3271.0,28257.93499999997,45.03210027514521,54.87618465301131,11.717685726450899,2.485556078940781,-14.257152435607923,3.0211348761214034,336.0,2579.274999999995,41.964285714285715,53.86904761904761,10.161991427644978,3.17831125074735,-6.947119938705337,14.258013866265522
0.01,0.1,0.30000000000000004,3230.0,29166.76499999997,45.23219814241486,55.10835913312694,12.235484743800288,2.5876759518489707,-13.902403641218374,3.1709426501700064,335.0,2689.7249999999954,42.08955223880597,54.02985074626866,10.642917739640476,3.3372505534059593,-6.947119938705337,15.019393162959707
0.01,0.1,0.35000000000000003,3187.0,28841.04499999997,45.246313147160336,55.16159397552557,12.25225866282741,2.5722769240131558,-16.521453307307322,2.6656814449122517,327.0,2680.3449999999957,42.201834862385326,54.43425076452599,10.939638924102537,3.3534278093278296,-6.995580196534313,14.850623066638928
0.01,0.1,0.4,3131.0,28242.004999999965,45.193229000319384,55.158096454806774,12.194769721966452,2.5500382690354892,-16.842165129165576,2.599068500907891,324.0,2801.624999999995,42.592592592592595,54.629629629629626,11.582222670543338,3.502803517554929,-6.925260562358848,16.12594318586851
0.01,0.1,0.45,3070.0,27837.154999999966,45.21172638436482,55.14657980456026,12.198212910630224,2.528071887465794,-16.702055166137008,2.6161862967865903,315.0,2726.529999999995,42.857142857142854,54.6031746031746,11.497791765116153,3.378400053987392,-7.406745943157067,14.82342638064742
0.01,0.1,0.5,2976.0,27352.269999999968,45.22849462365591,55.174731182795696,12.24042002592067,2.494887967526776,-18.439069819946997,2.3791292430215902,314.0,2670.1599999999953,42.675159235668794,54.45859872611465,11.280215012517312,3.310304801017277,-7.441429272778455,14.372335588429534
0.01,0.15000000000000002,0.0,3315.0,29103.61499999997,45.00754147812972,54.90196078431373,11.874052514246774,2.543333444962906,-12.720824300439403,3.46058870611249,344.0,2801.6949999999965,42.44186046511628,54.360465116279066,10.4565555969003,3.2278675405614514,-6.993772230384954,15.699470908685738
0.01,0.15000000000000002,0.05,3301.0,29073.67499999997,44.986367767343225,54.92275068161163,11.87971525139337,2.5427578468687355,-12.970019770214225,3.391824692017932,343.0,2688.024999999997,42.27405247813411,54.22740524781341,10.08312877176029,3.121890866727412,-6.993772230384954,14.907464587808036
0.01,0.15000000000000002,0.1,3280.0,29223.01499999997,45.0609756097561,55.03048780487805,11.99421800431221,2.5526064146306013,-13.054391479883897,3.389757398038131,340.0,2567.149999999997,42.35294117647059,54.11764705882353,9.737006199155836,2.9826566010640843,-6.993772230384954,14.08068385617299
0.01,0.15000000000000002,0.15000000000000002,3254.0,29130.77999999997,45.113706207744315,55.07068223724647,12.004111699945613,2.552477544874143,-13.048561702163642,3.388600826571965,337.0,2160.939999999997,41.839762611275965,53.70919881305638,8.303326917704856,2.568637274616615,-7.076330426347088,11.283570171535017
0.01,0.15000000000000002,0.2,3210.0,28825.509999999973,45.17133956386293,55.140186915887845,12.009448737934454,2.531948889156723,-13.496555978994573,3.266135609977618,332.0,2255.4299999999967,41.86746987951807,53.915662650602414,8.849334955075122,2.715903381369648,-7.044405998915593,11.934451634170351
0.01,0.15000000000000002,0.25,3182.0,28523.36999999997,45.191703331238216,55.15399120050283,11.948173339301675,2.5058349769364097,-14.057277089760877,3.122274844095006,325.0,2280.894999999997,42.15384615384615,54.15384615384615,9.152810415342424,2.7423504745896343,-7.022607348680577,12.135226033598348
0.01,0.15000000000000002,0.30000000000000004,3141.0,29432.199999999975,45.39955428207577,55.396370582617,12.474019699255757,2.6079098397959766,-13.65077004879166,3.2902071702380566,324.0,2391.3449999999966,42.28395061728395,54.32098765432099,9.638241248542469,2.8934355437099146,-7.022607348680577,12.853266069859073
0.01,0.15000000000000002,0.35000000000000003,3098.0,29106.479999999974,45.41639767591995,55.45513234344739,12.494024807351536,2.5913143595733605,-16.32180452920553,2.7495164394219676,316.0,2381.964999999997,42.405063291139236,54.74683544303798,9.908426820700168,2.905045158749666,-7.660078843982687,11.727254083776801
0.01,0.15000000000000002,0.4,3042.0,28507.439999999966,45.36489151873767,55.456936226166995,12.439937872399796,2.5699364435636545,-16.64388936999355,2.6805799388737817,313.0,2503.2449999999963,42.81150159744409,54.9520766773163,10.54993808892435,3.0510739873041604,-7.5822525219862325,12.799544510245653
0.01,0.15000000000000002,0.45,2981.0,28102.58999999997,45.38745387453875,55.45119087554512,12.447093103160977,2.5493585266996828,-16.26851288724599,2.738060411555404,304.0,2428.149999999997,43.09210526315789,54.93421052631579,10.44272168339347,2.94054906849107,-8.267655010174535,11.495593330467365
0.01,0.15000000000000002,0.5,2887.0,27617.704999999973,45.410460685833044,55.490128160720474,12.495110915540181,2.515277311853982,-17.995860121157147,2.485868560178388,303.0,2371.779999999997,42.9042904290429,54.78547854785478,10.218895076422612,2.874021476958854,-8.306786523344678,11.115694041257667
0.01,0.2,0.0,3196.0,29452.459999999974,45.431789737171464,55.162703379224034,12.31535102174587,2.599421890670084,-12.62222784612328,3.546245303787353,333.0,2899.9199999999964,42.94294294294294,54.35435435435435,11.03789528174052,3.4442448159662082,-6.999147877850587,16.3826951774565
0.01,0.2,0.05,3182.0,29422.51999999997,45.41169076052797,55.185417976115644,12.321836561947553,2.5994719893450897,-12.87169409450759,3.475214603069814,332.0,2786.2499999999964,42.77108433734939,54.21686746987952,10.660024325324226,3.337417272507765,-6.999147877850587,15.579051570707025
0.01,0.2,0.1,3161.0,29571.85999999998,45.49193293261626,55.29895602657386,12.441235477916798,2.609102160209436,-12.956287953319556,3.472803925274485,329.0,2665.3749999999964,42.857142857142854,54.1033434650456,10.31347787712319,3.193723303197316,-6.999147877850587,14.740003432932848
0.01,0.2,0.15000000000000002,3135.0,29479.62499999997,45.55023923444976,55.34290271132376,12.453207996480602,2.609621222079106,-12.950677904862317,3.4717075129824733,326.0,2259.1649999999963,42.331288343558285,53.68098159509203,8.8581783363368,2.779657196722366,-7.080614001164786,11.897198194489556
0.01,0.2,0.2,3091.0,29174.354999999974,45.61630540278227,55.41895826593336,12.463764568187964,2.5893455881707874,-13.398225620650505,3.345935772354661,321.0,2353.6549999999966,42.36760124610592,53.89408099688473,9.42754327632317,2.936300242452355,-7.049115020017139,12.559389039605264
0.01,0.2,0.25,3063.0,28872.214999999975,45.641527913809995,55.435847208619,12.40345582657148,2.565691806457138,-13.959653932728111,3.206103634547967,314.0,2379.1199999999953,42.675159235668794,54.14012738853503,9.750935390913256,2.9632248093236107,-7.045248116367819,12.732109188043546
0.01,0.2,0.30000000000000004,3022.0,29781.044999999973,45.86366644606221,55.6915949702184,12.948404852064002,2.669279486201374,-13.552748590890006,3.37858868955484,313.0,2489.5699999999956,42.81150159744409,54.31309904153354,10.24947158759211,3.122188335055706,-7.045248116367819,13.459284898655739
0.01,0.2,0.35000000000000003,2979.0,29455.324999999975,45.88788183954347,55.75696542463914,12.975171597008602,2.653941888361428,-16.226760990218292,2.8200014420093336,305.0,2480.1899999999964,42.950819672131146,54.75409836065573,10.545689099484136,3.149712683438689,-7.09343296935141,13.306022276628214
0.01,0.2,0.4,2923.0,28856.28499999997,45.843311666096476,55.76462538487855,12.927839569496788,2.6371349200128464,-16.54984890167459,2.760451586185065,302.0,2601.469999999996,43.377483443708606,54.966887417218544,11.210183781911024,3.3122586119835744,-7.022355406178016,14.494717750835171
0.01,0.2,0.45,2862.0,28451.434999999976,45.87700908455625,55.76519916142557,12.942699893897949,2.619367033389708,-16.17365010542018,2.8283675169785227,293.0,2526.374999999997,43.68600682593857,54.94880546075085,11.114320167209161,3.182302151986763,-7.385625116936156,13.515146420692298
0.01,0.2,0.5,2768.0,27966.549999999974,45.917630057803464,55.816473988439306,13.002987568968027,2.5887163013588195,-17.90080057861948,2.574548413820974,292.0,2470.004999999997,43.49315068493151,54.794520547945204,10.886604126852028,3.11322346435919,-7.420099831736826,13.081667158516233
0.01,0.25,0.0,3079.0,28751.779999999977,45.46930821695356,55.115297174407274,12.318639085020417,2.5531629237641305,-13.01422401836765,3.4251867717559032,314.0,2148.414999999997,42.35668789808918,52.547770700636946,8.537805675272354,2.591129795629777,-7.6097167814142885,10.419724470110348
0.01,0.25,0.05,3065.0,28721.839999999975,45.44861337683523,55.13866231647635,12.325289908980636,2.5532004240134034,-13.26095369524416,3.359165738134483,313.0,2034.7449999999972,42.17252396166134,52.39616613418531,8.129705631815213,2.48122364826853,-7.6097167814142885,9.764533464640802
0.01,0.25,0.1,3044.0,28871.17999999998,45.532194480946124,55.25624178712221,12.447665998492448,2.563764126057588,-13.344109470341314,3.358261084191554,310.0,1913.8699999999972,42.25806451612903,52.25806451612903,7.737572549723534,2.3358163814644324,-7.894732251190428,8.753409750145645
0.01,0.25,0.15000000000000002,3018.0,28778.944999999978,45.593108018555334,55.30152418820411,12.459963647437807,2.563757208827483,-13.337676926627395,3.3571944226600157,307.0,1507.6599999999971,41.69381107491857,51.79153094462541,6.180233795056079,1.8950325693944579,-7.991345339665834,6.556044163892449
0.01,0.25,0.2,2974.0,28473.674999999974,45.66240753194351,55.379959650302624,12.470864558663255,2.543537771639789,-13.783947213183135,3.2426572033490237,302.0,1602.1499999999965,41.72185430463576,51.98675496688742,6.715672795436773,2.0470041072923837,-7.666821924790623,7.3272090885073995
0.01,0.25,0.25,2946.0,28171.534999999974,45.68906992532247,55.397148676171085,12.4090684424807,2.5196180116657225,-14.762498493941333,3.0222632305474235,295.0,1627.6149999999964,42.03389830508474,52.20338983050847,6.988459444466375,2.089186637013804,-7.4054507215998715,7.724988036994354
0.01,0.25,0.30000000000000004,2905.0,29080.364999999976,45.92082616179002,55.662650602409634,12.968064668625725,2.62426995093824,-13.936222244578644,3.277510669433143,294.0,1738.0649999999964,42.17687074829932,52.38095238095239,7.49783550157046,2.2460680695848594,-7.4054507215998715,8.33569879610242
0.01,0.25,0.35000000000000003,2862.0,28754.644999999982,45.946890286512925,55.73025856044724,12.99579243879145,2.61056800236429,-16.58054163815098,2.756237866574206,286.0,1728.6849999999972,42.30769230769231,52.7972027972028,7.714013637862569,2.2640526587911687,-8.824425940829862,6.951409394467264
0.01,0.25,0.4,2806.0,28155.60499999998,45.90163934426229,55.73770491803278,12.947569059345627,2.5944548730497194,-16.89768784832425,2.702951399609957,283.0,1849.9649999999965,42.75618374558304,53.003533568904594,8.371844546839304,2.4267855565428835,-8.731536077691581,7.721804452242817
0.01,0.25,0.45,2745.0,27750.754999999976,45.93806921675775,55.73770491803278,12.963140557914642,2.5772076639721684,-16.249207625715535,2.8140641754145252,274.0,1774.869999999997,43.06569343065693,52.919708029197075,8.20864528470128,2.312287146328959,-9.43869942518063,7.018599235935136
0.01,0.25,0.5,2651.0,27265.869999999974,45.98264805733685,55.79026782346285,13.025548464863991,2.547074347281783,-17.958637062811167,2.5649014874435556,273.0,1718.4999999999968,42.857142857142854,52.74725274725275,7.963528568376738,2.240936088845004,-9.484988753037927,6.724613801514071
0.01,0.30000000000000004,0.0,2899.0,25725.45499999998,45.25698516729907,54.777509486029665,11.662170595974194,2.3554475574547364,-13.045619037102352,3.2364243194301907,291.0,1262.859999999998,40.20618556701031,50.85910652920962,5.393260538309627,1.5506819108360037,-10.329453406847733,4.2100104024571054
0.01,0.30000000000000004,0.05,2885.0,25695.51499999998,45.233968804159446,54.80069324090121,11.668108784826805,2.3567340561474714,-13.32869796748357,3.169340821549404,290.0,1149.1899999999982,40.0,50.689655172413794,4.936279262163289,1.4279912279620757,-10.329453406847733,3.7887162061908937
0.01,0.30000000000000004,0.1,2864.0,25844.854999999978,45.32122905027933,54.9231843575419,11.794367057182798,2.3700464817549074,-14.010158790491833,3.0388202202981427,287.0,1028.3149999999973,40.069686411149824,50.522648083623686,4.4735158067284795,1.2786419661761395,-10.630454019467706,3.2553509523016113
0.01,0.30000000000000004,0.15000000000000002,2838.0,25752.61999999998,45.384073291050036,54.96828752642706,11.804484633568538,2.3687812842286484,-14.232467680488536,2.988097701257681,284.0,622.1049999999975,39.436619718309856,50.0,2.7469836851410507,0.799139512665387,-10.76587941707684,1.8679377751879729
0.01,0.30000000000000004,0.2,2794.0,25447.349999999984,45.45454545454545,55.04652827487473,11.807974270505563,2.349654239318247,-14.955786312912789,2.839467579809204,279.0,716.5949999999975,39.42652329749104,50.179211469534046,3.241213360260699,0.9443612872237698,-10.037263808372199,2.32966197558892
0.01,0.30000000000000004,0.25,2766.0,25145.209999999985,45.480838756326825,55.06146059291396,11.738466078893964,2.3270959207193975,-16.086036907636004,2.6361293234457395,272.0,742.0599999999974,39.705882352941174,50.36764705882353,3.4447110552822013,0.9837120779768219,-9.848780900275834,2.4648475124239813
0.01,0.30000000000000004,0.30000000000000004,2725.0,26054.03999999998,45.72477064220183,55.3394495412844,12.322524048607436,2.4346116220398097,-13.086821832984475,3.331977068816956,271.0,852.5099999999977,39.85239852398524,50.55350553505535,3.977583952864889,1.1278532758162323,-9.848780900275834,2.862902397596307
0.01,0.30000000000000004,0.35000000000000003,2682.0,25728.319999999978,45.74944071588367,55.40641312453393,12.342712488416847,2.419719652739884,-15.898320988343839,2.7415648047424326,263.0,843.1299999999981,39.92395437262358,50.950570342205324,4.080653810636513,1.1274735403645046,-11.426096172815104,2.4382766595117973
0.01,0.30000000000000004,0.4,2626.0,25129.27999999998,45.6968773800457,55.407463823305406,12.27933517295716,2.4045175893438757,-16.346647004968485,2.667179337201335,260.0,964.4099999999974,40.38461538461539,51.153846153846146,4.739248224643134,1.2952194752268704,-11.300976080806002,2.893842770404303
0.01,0.30000000000000004,0.45,2565.0,24724.429999999982,45.73099415204678,55.39961013645224,12.284661318860957,2.38549628892018,-15.662376306122727,2.7834282250513165,251.0,889.3149999999982,40.63745019920319,50.99601593625498,4.47478178699431,1.1858371150843912,-12.02980401268129,2.558906368684964
