name,rule,is_n,is_pnl,is_fw,is_prof,oot_n,oot_pnl,oot_fw,oot_prof,d_is_n,d_is_pnl,d_is_fw,d_is_prof,d_oot_n,d_oot_pnl,d_oot_fw,d_oot_prof
min_gex_parity_balance_chg_wf,veto0.03,4472,33749.84999999998,0.44432021466905186,0.5326475849731663,586,4321.3999999999905,0.4232081911262799,0.5255972696245734,-91,1106.7600000000093,0.0033822352695340174,0.0007606684708652001,-7,-269.9350000000013,-0.0017496503576998612,-0.0005410103079729334
min_gex_parity_balance_chg_wf,veto0.05,4433,35293.49999999998,0.44687570494022105,0.536431310624859,579,4312.44499999999,0.4265975820379965,0.5267702936096719,-130,2650.4100000000108,0.005937725540703209,0.004544394122557915,-14,-278.89000000000215,0.0016397405540167775,0.0006320136771255092
min_gex_parity_balance_chg_wf,veto0.075,4389,36533.49499999997,0.45021645021645024,0.5413533834586466,574,3640.2749999999915,0.41986062717770034,0.5174216027874564,-174,3890.405000000006,0.009278470816932394,0.009466466956345454,-19,-951.0600000000004,-0.005097214306279407,-0.008716677145089946
min_gex_parity_balance_chg_wf,veto0.1,4313,35059.28999999997,0.44933920704845814,0.5409227915603988,569,3956.2399999999934,0.4200351493848858,0.5149384885764499,-250,2416.2000000000044,0.008401227648940301,0.009035875058097664,-24,-635.0949999999984,-0.0049226920990939615,-0.0111997913560965
min_gex_parity_balance_chg_wf,veto0.125,4235,34896.19999999998,0.44958677685950416,0.540495867768595,562,4237.354999999995,0.4288256227758007,0.5213523131672598,-328,2253.110000000015,0.008648797459986313,0.008608951266293907,-31,-353.97999999999683,0.003867781291820971,-0.004785966765286531
min_gex_parity_balance_chg_wf,veto0.15,4161,36282.79999999999,0.4482095650084114,0.540254746455179,553,4823.234999999997,0.43399638336347196,0.5280289330922242,-402,3639.710000000021,0.0072715856088935715,0.008367829952877881,-40,231.9000000000051,0.009038541879492212,0.0018906531596778464
min_gex_parity_balance_chg_wf,veto0.175,4088,37367.31499999999,0.449853228962818,0.5415851272015656,549,4833.205,0.4335154826958106,0.5264116575591985,-475,4724.22500000002,0.008915249563300143,0.009698210699264465,-44,241.87000000000808,0.008557641211830835,0.00027337762665213816
min_gex_parity_balance_chg_wf,veto0.2,4009,38116.249999999985,0.45223247692691443,0.5437765028685457,541,4856.369999999997,0.43068391866913125,0.5249537892791127,-554,5473.160000000018,0.011294497527396585,0.011889586366244598,-52,265.0350000000053,0.005726077185151501,-0.001184490653433623
min_gex_parity_balance_chg_wf,veto0.225,3913,36509.999999999985,0.45182724252491696,0.5422949143879376,534,4697.839999999997,0.4307116104868914,0.5205992509363296,-650,3866.910000000018,0.010889263125399118,0.01040799788563651,-59,106.50500000000557,0.005753769002911635,-0.005539028996216722
min_gex_parity_balance_chg_wf,veto0.25,3830,37229.72999999999,0.45587467362924283,0.5449086161879896,525,4033.329999999997,0.4228571428571429,0.5104761904761905,-733,4586.640000000021,0.01493669422972499,0.013021699685688448,-68,-558.0049999999947,-0.002100698626836872,-0.015662089456355832
min_gex_parity_balance_chg_wf,tilt0.05,4563,32568.839999999975,0.44093797939951784,0.5325443786982249,593,4314.014999999992,0.42327150084317033,0.5227655986509275,0,-74.24999999999272,0.0,0.0006574621959237748,0,-277.3199999999997,-0.001686340640809414,-0.003372681281618828
min_gex_parity_balance_chg_wf,tilt0.1,4563,32124.42499999997,0.4402805172035941,0.5321060705676091,593,4153.624999999992,0.42158516020236086,0.521079258010118,0,-518.6649999999972,-0.0006574621959237192,0.00021915406530792492,0,-437.71000000000004,-0.0033726812816188834,-0.005059021922428353
min_gex_parity_balance_chg_wf,tilt0.2,4563,32769.34999999996,0.44093797939951784,0.532325224632917,593,4153.624999999992,0.42158516020236086,0.521079258010118,0,126.25999999999476,0.0,0.00043830813061584983,0,-437.71000000000004,-0.0033726812816188834,-0.005059021922428353
min_gex_parity_balance_chg_wf,tilt0.5,4563,33951.359999999964,0.44071882533421,0.5327635327635327,593,4279.62999999999,0.42327150084317033,0.521079258010118,0,1308.2699999999968,-0.0002191540653078694,0.0008766162612315886,0,-311.70500000000175,-0.001686340640809414,-0.005059021922428353
min_gex_parity_balance_chg_wf,tilt1.0,4563,37655.58499999996,0.4433486741179049,0.5364891518737672,593,4787.75499999999,0.42327150084317033,0.5227655986509275,0,5012.494999999995,0.002410694718387063,0.00460223537146609,0,196.41999999999825,-0.001686340640809414,-0.003372681281618828
w80gex_parity_balance_chg_wf,veto0.03,4561,32884.36999999997,0.44113133084849815,0.5321201490901118,593,4566.784999999993,0.42495784148397975,0.5261382799325464,-2,241.2800000000061,0.00019335144898030565,0.00023323258781071665,0,-24.549999999999272,0.0,0.0
w80gex_parity_balance_chg_wf,veto0.05,4559,32872.06999999996,0.4411055055933319,0.5321342399649046,592,4716.954999999993,0.42736486486486486,0.5304054054054054,-4,228.97999999999593,0.00016752619381404932,0.00024732346260347704,-1,125.6200000000008,0.0024070233808851094,0.0042671254728590124
w80gex_parity_balance_chg_wf,veto0.075,4553,32870.26999999997,0.4412475291016912,0.5326158576762574,591,4656.664999999992,0.4263959390862944,0.5296108291032149,-10,227.1800000000003,0.00030954970217333955,0.0007289411739562768,-2,65.32999999999993,0.0014380976023146697,0.0034725491706685263
w80gex_parity_balance_chg_wf,veto0.1,4546,33263.23999999997,0.4423669159700836,0.5336559612846459,591,4472.724999999991,0.4230118443316413,0.5262267343485617,-17,620.1500000000015,0.001428936570565753,0.001769044782344742,-2,-118.61000000000058,-0.0019459971523384523,8.845441601534887e-05
w80gex_parity_balance_chg_wf,veto0.125,4487,34225.99999999997,0.4441720525963896,0.5342099398261645,589,4374.909999999993,0.42105263157894735,0.5246179966044142,-76,1582.9100000000035,0.003234073196871745,0.00232302332386336,-4,-216.42499999999927,-0.003905209905032403,-0.0015202833281321437
w80gex_parity_balance_chg_wf,veto0.15,4460,34083.52499999997,0.4452914798206278,0.5356502242152467,585,4096.484999999991,0.4205128205128205,0.5230769230769231,-103,1440.435000000005,0.004353500421109935,0.0037633077129455295,-8,-494.8500000000013,-0.00444502097115923,-0.003061356855623254
