stack,rule,full_win_IS,full_win_OOT,n_IS,n_OOT,pnl_IS,pnl_OOT,profitable_IS,profitable_OOT,d_pnl_IS,d_pnl_OOT,d_fw_IS,d_fw_OOT,d_prof_IS,d_prof_OOT
stack_weighted_all,veto0.125,0.451597405717031,0.4375,4163.0,560.0,27900.749999999993,2321.419999999995,0.5342301225078069,0.5107142857142857,-4555.439999999973,-2269.914999999997,0.010904575197408117,0.012542158516020252,0.002548473746570301,-0.015423994218260684
stack_weighted_all,veto0.15,0.45416768516255196,0.4358047016274864,4091.0,553.0,28899.434999999998,1771.5399999999931,0.5355658763138597,0.5081374321880651,-3556.7549999999683,-2819.7949999999987,0.01347485464292908,0.010846860143506665,0.0038842275526230763,-0.018000847744481296
stack_weighted_all,veto0.175,0.4566141535383846,0.4267399267399267,3999.0,546.0,29878.489999999998,1155.4899999999918,0.5388847211802951,0.5,-2577.699999999968,-3435.8450000000003,0.0159213230187617,0.0017820852559469746,0.007203072419058487,-0.02613827993254636
stack_weighted_all,veto0.2,0.45795107033639143,0.41947565543071164,3924.0,534.0,30790.625,735.9699999999929,0.540519877675841,0.4943820224719101,-1665.564999999966,-3855.364999999999,0.01725823981676855,-0.005482186053268112,0.008838228914604396,-0.03175625746063626
stack_weighted_all,veto0.25,0.4594091030077189,0.41291585127201563,3757.0,511.0,31072.265,720.2799999999966,0.540590896992281,0.487279843444227,-1383.9249999999665,-3871.0549999999953,0.018716272488096042,-0.012041990211964115,0.008909248231044442,-0.03885843648831938
stack_weighted_all,veto0.3,0.45977653631284915,0.40286298568507156,3580.0,489.0,28686.93,170.18499999999574,0.5371508379888268,0.4867075664621677,-3769.2599999999657,-4421.149999999996,0.01908370579322627,-0.022094855798908186,0.00546918922759021,-0.03943071347037869
stack_weighted_all,veto0.35,0.45964912280701753,0.39445628997867804,3420.0,469.0,26982.91,-403.36499999999864,0.5374269005847954,0.4840085287846482,-5473.279999999966,-4994.699999999991,0.01895629228739465,-0.030501551505301705,0.0057452518235587835,-0.04212975114789819
stack_weighted_all,veto0.4,0.46068111455108357,0.4,3230.0,445.0,24415.645000000004,-470.88500000000033,0.5365325077399381,0.48089887640449436,-8040.544999999962,-5062.219999999992,0.01998828403146069,-0.024957841483979726,0.004850858978701522,-0.045239403528052
stack_weighted_all,veto0.5,0.46180922210489267,0.4026315789473684,2841.0,380.0,20526.445000000014,-174.6800000000021,0.5399507215769095,0.4789473684210526,-11929.744999999952,-4766.014999999994,0.02111639158526979,-0.022326262536611352,0.008269072815672907,-0.04719091151149374
stack_weighted_core,tilt0.01,0.44047358035518525,0.4266441821247892,4561.0,593.0,32678.589999999967,4761.804999999991,0.5319008989256742,0.5278246205733558,222.40000000000146,170.46999999999935,-0.00021925016443763434,0.0016863406408094694,0.00021925016443757883,0.001686340640809414
stack_weighted_core,tilt0.02,0.4398158298618724,0.4266441821247892,4561.0,593.0,32300.02499999997,4761.804999999992,0.531462398596799,0.5278246205733558,-156.16499999999724,170.47000000000025,-0.0008770006577504819,0.0016863406408094694,-0.00021925016443757883,0.001686340640809414
stack_weighted_core,tilt0.03,0.43937732953299713,0.4266441821247892,4561.0,593.0,31865.744999999974,4740.314999999992,0.5310238982679237,0.5278246205733558,-590.4449999999924,148.98000000000047,-0.0013155009866257505,0.0016863406408094694,-0.0006577504933128475,0.001686340640809414
stack_weighted_core,tilt0.05,0.4398158298618724,0.4266441821247892,4561.0,593.0,31655.294999999976,4740.314999999992,0.530804648103486,0.5278246205733558,-800.8949999999895,148.98000000000047,-0.0008770006577504819,0.0016863406408094694,-0.0008770006577505374,0.001686340640809414
stack_weighted_core,tilt0.075,0.43915807936855955,0.4266441821247892,4561.0,593.0,31254.81999999997,4727.194999999992,0.530804648103486,0.5278246205733558,-1201.3699999999953,135.86000000000058,-0.0015347511510633294,0.0016863406408094694,-0.0008770006577505374,0.001686340640809414
