n,pnl,fw,prof,yld,weekly_sh,dd,calmar,cagr,bp_n,bc_n,book,period
4563,32643.089999999967,0.44093797939951784,0.5318869165023011,10.148598854908663,1.532191099787783,-13.262270734906457,3.1931946742927866,42.34901227973238,3408,1155,BASE,is
4311,32926.65499999999,0.44328462073764785,0.5325910461609835,10.84294176600563,1.6098387192498473,-12.879063709693494,3.3561212859815903,43.22369985961536,3164,1147,dual_conditional bp0.35_bc0.04,is
593,4591.334999999992,0.42495784148397975,0.5261382799325464,10.439535828119235,3.1905667228589136,-6.258227724742261,19.35140625265953,121.1055071231446,467,126,BASE,oot
573,6519.194999999993,0.44502617801047123,0.5497382198952879,15.263768003285376,4.458920020643548,-6.819910065342983,27.40951912889112,186.93045539333556,450,123,dual_conditional bp0.35_bc0.04,oot
5156,37234.42499999996,0.439100077579519,0.5312257564003103,10.183594431398207,1.6221873779817915,-13.262270734906457,3.0399938048167985,40.31722087191876,3875,1281,BASE,all
4884,39445.849999999984,0.44348894348894347,0.5346027846027847,11.388051271427086,1.784376783557907,-12.879063709693494,3.283525335452761,42.28873198768881,3614,1270,dual_conditional bp0.35_bc0.04,all
