score_col,rule,is_n,oot_n,d_is_n,d_oot_n,is_pnl,oot_pnl,d_is_pnl,d_oot_pnl,is_fw,oot_fw,d_is_fw,d_oot_fw,is_prof,oot_prof,d_is_prof,d_oot_prof,is_yld,oot_yld,d_is_yld,d_oot_yld,is_daily_sh,oot_daily_sh,d_is_daily_sh,d_oot_daily_sh,is_weekly_sh,oot_weekly_sh,d_is_weekly_sh,d_oot_weekly_sh,is_dd,oot_dd,d_is_dd,d_oot_dd,is_calmar,oot_calmar,d_is_calmar,d_oot_calmar,is_cagr,oot_cagr,d_is_cagr,d_oot_cagr,all_pos,score
avg_r_side_local_gex_wf_r_side_parity_balance_wf,v0.45,3761,527,-802,-66,27189.000000000007,5874.264999999993,-5454.08999999996,1282.9300000000012,0.4395107684126562,0.4648956356736243,-0.00142721098686166,0.03993779418964455,0.5277851635203403,0.5483870967741935,-0.0041017529819608045,0.022248816841647145,10.446813867777513,15.125465665145416,0.2982150128688499,4.6859298370261815,2.373422696827388,4.882550027697188,-0.06355402622214212,1.2423505880459995,1.4482698931418247,4.492265095733026,-0.08392120664595826,1.301698372874112,-15.11723498515728,-4.791333298765554,-1.8549642502508235,1.4668944259767063,2.5861844599083725,34.20978179286309,-0.607010214384414,14.85837554020356,39.09595819539693,163.91046664764852,-3.253054084335446,42.804959524503914,False,13.543083308939398
avg_r_side_local_gex_wf_r_side_parity_balance_wf,v0.25,4218,562,-345,-31,32402.075,5757.209999999991,-241.01499999996668,1165.874999999999,0.44310099573257467,0.4412811387900356,0.002163016333056822,0.01632329730605586,0.5310573731626363,0.5444839857651246,-0.0008295433396647844,0.01834570583257822,10.943956077286131,13.77414904009141,0.7953572223774685,3.334613211972176,2.548864823006946,4.751740796641058,0.11188809995741611,1.1115413569898696,1.6063703676635464,4.0321059148686205,0.07417926787576334,0.8415391920097068,-13.162031724243828,-6.725728064665326,0.1002390106626283,-0.46750033992306506,3.258607581918802,23.765507605224265,0.06541290762601548,4.414101352564735,42.88989637007674,159.84034147147406,0.5408840903443632,38.73483434832946,False,12.809278584358564
avg_r_side_same_oi_pc_wf_r_veto_gex_cp_iv_wf,v0.30,4017,569,-546,-24,31165.360000000008,5692.39499999999,-1477.7299999999595,1101.0599999999986,0.4446104057754543,0.45518453427065025,0.003672426375936455,0.030226692786670506,0.5324869305451829,0.5413005272407733,0.0006000140428817913,0.015162247308226906,10.478722991121888,12.861411191136613,0.3301241362132252,2.421875363017378,2.4082203694030015,4.503386564644218,-0.02875635364652851,0.8631871249930301,1.487651723203404,3.909635958561581,-0.0445393765843789,0.7190692357026673,-28.407249093729693,-6.430742124327904,-15.144978358823236,-0.1725143995856433,1.49048533069063,24.507421203891155,-1.7027093436021565,5.156014951231626,42.340588059478804,157.60090589450974,-0.008424220253573367,36.49539877136513,False,12.679634606362665
avg_r_side_same_oi_pc_wf_r_veto_gex_cp_iv_wf,t3.00,4563,593,0,0,28644.71,6606.679999999992,-3998.3799999999683,2015.3450000000003,0.44093797939951784,0.463743676222597,0.0,0.03878583473861724,0.5253122945430638,0.5446880269814502,-0.006574621959237303,0.018549747048903886,8.56072148799607,14.14005993604024,-1.5878773669125934,3.700524107921005,2.077134804091524,4.817528503981782,-0.359841918958006,1.1773290643305936,1.2780111290212328,4.3738623292708585,-0.2541799707665502,1.1832956064119449,-24.089007476177247,-7.217758257508711,-10.82673674127079,-0.9595305327664505,1.6180506562707422,26.342092242308677,-1.5751440180220444,6.990685989649148,38.97723435573941,190.1308538019796,-3.3717779239929655,69.025346678835,False,12.299528931925302
avg_r_side_local_gex_wf_r_side_parity_balance_wf,v0.35,4008,549,-555,-44,29577.090000000004,5786.649999999992,-3065.9999999999636,1195.3150000000005,0.43862275449101795,0.453551912568306,-0.002315224908499891,0.028594071084326267,0.5269461077844312,0.5446265938069217,-0.004940808717869949,0.01848831387437533,10.637894816044504,14.272254730883757,0.4892959611358414,3.8327189027645225,2.42798009514411,4.815781317013834,-0.008996627905419885,1.1755818773626459,1.5140678502430405,4.30874837250679,-0.018123249544742537,1.1181816496478767,-16.168268042968847,-4.640640584524036,-2.905997308062391,1.617587140218225,2.5209455782419083,34.66350808328563,-0.6722490960508782,15.312101830626098,40.75932383075227,160.86088241327224,-1.5896884489801053,39.75537529012763,False,12.089215651548109
avg_r_side_oi_wall_wf_r_side_parity_balance_wf,v0.45,3765,518,-798,-75,33761.265000000014,4588.284999999995,1118.1750000000466,-3.049999999996544,0.450996015936255,0.44594594594594594,0.010058036536737147,0.020988104461966195,0.5397078353253653,0.5347490347490348,0.007820918823064127,0.00861075481648843,12.37196857359223,11.340248609867764,2.2233697186835677,0.9007127817485294,2.767526851603488,3.7319889648117206,0.3305501285539578,0.09178952516053229,1.6691238727284226,3.0650555899805942,0.13693277294063955,-0.1255111328783194,-16.718057013900868,-7.026380202799809,-3.4557862789944114,-0.7681524780575479,2.688988330589916,17.647655188611132,-0.5042063437028705,-1.7037510640483973,44.95466022051633,123.99913504309458,2.6056479407839532,2.893627919949978,False,11.98957683380283
r_side_parity_balance_wf,v0.30,4009,530,-554,-63,33939.82999999999,4587.519999999993,1296.7400000000198,-3.8149999999986903,0.4504864055874283,0.439622641509434,0.009548426187910464,0.014664800025454228,0.5362933399850337,0.5377358490566038,0.004406423482732569,0.011597569124057405,11.889508846623585,11.45769176783107,1.740909991714922,1.0181559397118356,2.749785694343227,3.6704020723010196,0.312808971293697,0.03020263264983125,1.7293005603420482,3.435862131688811,0.19710946055426515,0.24529540882989753,-12.879063709693494,-4.17917422673918,0.3832070252129629,2.0790534980030806,3.4566019670080936,29.302799018377165,0.26340729271530705,9.951392765717635,44.517796952149084,122.46150242892,2.168784672416706,1.3559953057753944,False,11.444365307084524
min_r_side_local_gex_wf_r_side_parity_balance_wf,v0.45,3555,512,-1008,-81,29843.759999999995,5260.324999999995,-2799.3299999999726,668.9900000000034,0.44922644163150494,0.44921875,0.008288462231987093,0.024260908516020252,0.5344585091420534,0.544921875,0.0025715926397522626,0.01878359506745364,10.897516511820196,13.186752995288646,0.7489176569115337,2.7472171671694117,2.4138101348192706,4.139337162263156,-0.02316658823025941,0.49913772261196776,1.4745443844619748,3.6102224374899397,-0.05764671532580823,0.419655714631026,-17.094641488903907,-5.339017491650733,-3.8323707539974503,0.9192102330915279,2.4969822006468663,27.111793678311663,-0.6962124736459203,7.760387425652134,42.6850155242325,144.75034067853173,0.33600324450011954,23.644833555387123,False,11.395395491308568
min_old_parity,v0.25,3943,544,-620,-49,35898.88499999999,4228.689999999997,3255.79500000002,-362.644999999995,0.4565051990869896,0.4411764705882353,0.015567219687471767,0.016218629104255533,0.545016484909967,0.53125,0.013129568407665881,0.00511172006745364,11.968911004981985,9.913642537872228,1.8203121500733221,-0.5258932902470068,2.728003445565954,3.398869555125728,0.29102672251642403,-0.24132988452546034,1.6608543463918377,2.8721572171368313,0.1286632466040547,-0.3184095057220824,-14.09332419632674,-10.185071569187066,-0.831053461420284,-3.9268438444448055,3.325879652713842,10.772936387002385,0.13268497842105553,-8.578469865657144,46.872700183662765,109.72312811191883,4.523687903930387,-11.38237901122578,False,11.394186962203925
min_r_side_parity_balance_wf_r_veto_gex_skewterm_wf,v0.45,3496,486,-1067,-107,30201.170000000002,5331.349999999998,-2441.9199999999655,740.0150000000058,0.44879862700228834,0.44650205761316875,0.007860647602770499,0.021544216129188998,0.5371853546910755,0.5370370370370371,0.005298438188774401,0.01089875710449073,10.98025042145077,13.823458718124959,0.8316515665421065,3.3839228900057243,2.4560218946535106,4.31199271541299,0.01904517160398056,0.6717932757618019,1.5199358739339606,3.579456039975801,-0.012255225853822438,0.38888931711688723,-18.690612994635035,-5.935618271686128,-5.428342259728579,0.322609453056133,2.290198351807794,25.443332359663884,-0.9029963224849924,6.091926107004355,42.8052110745905,151.02190844660387,0.45619879485812476,29.91640132345927,False,11.390457312755323
avg_r_side_local_gex_wf_r_side_parity_balance_wf,t1.50,4563,593,0,0,32832.49499999999,5731.044999999993,189.40500000002066,1139.710000000001,0.4383081306158229,0.44350758853288363,-0.0026298487836949325,0.018549747048903886,0.5307911461757615,0.5396290050590219,-0.0010957703265396246,0.013490725126475533,10.391062921792319,12.993610485858802,0.24246406688365596,2.5540746577395677,2.5238183951536115,4.3963447344295,0.08684167210408145,0.756145294778312,1.5687466950657365,3.942131439374136,0.03655559527795349,0.7515647165152224,-16.06000205264494,-4.680217550064858,-2.7977313177384833,1.5780101746774022,2.646493834725706,33.95891017415819,-0.5467008395670807,14.607503921498662,42.50269641800701,158.93508737817123,0.15368413827463456,37.82958025502663,False,11.179999323548381
