score_col,rule,is_n,oot_n,d_is_n,d_oot_n,is_pnl,oot_pnl,d_is_pnl,d_oot_pnl,is_fw,oot_fw,d_is_fw,d_oot_fw,is_prof,oot_prof,d_is_prof,d_oot_prof,is_yld,oot_yld,d_is_yld,d_oot_yld,is_daily_sh,oot_daily_sh,d_is_daily_sh,d_oot_daily_sh,is_weekly_sh,oot_weekly_sh,d_is_weekly_sh,d_oot_weekly_sh,is_dd,oot_dd,d_is_dd,d_oot_dd,is_calmar,oot_calmar,d_is_calmar,d_oot_calmar,is_cagr,oot_cagr,d_is_cagr,d_oot_cagr,all_pos,score
r_veto_gex_skewterm_wf,v0.20,4260,566,-303,-27,33574.66999999999,5063.6499999999905,931.5800000000236,472.3149999999987,0.44272300469483566,0.4275618374558304,0.0017850252953178214,0.0026039959718506256,0.5363849765258216,0.5318021201413428,0.004498060023520489,0.0056638402087964,10.231920217360727,11.301069792500318,0.08332136245206456,0.8615339643810831,2.392376568863546,3.619250166953424,-0.04460015418598395,-0.020949272697764254,1.489329547031081,3.104065055585654,-0.042861552756702004,-0.08650166727325947,-19.214419274288908,-8.411641462049646,-5.952148539382451,-2.1534137373073854,2.2718327829112206,16.216009319855942,-0.921361891381566,-3.1353969328035873,43.651947611930765,136.40325634388373,1.3029353321983876,15.29774922073912,False,4.3828584422593275
r_safe_side_oi_wf,v0.15,4367,587,-196,-6,31007.254999999976,5363.059999999989,-1635.8349999999919,771.7249999999967,0.4412640256468972,0.434412265758092,0.0003260462473793635,0.00945442427411225,0.5326310968628349,0.5315161839863713,0.0007441803605338082,0.005377904053824989,10.111707243388713,12.298116962199568,-0.03689161151995002,1.8585811340803335,2.3763621916564195,4.2304788489032,-0.06061453139311057,0.5902794092520116,1.4973709898859036,3.3657091871627816,-0.03482010990187945,0.17514246430386793,-17.074084191888716,-8.042234206624354,-3.811813456982259,-1.784006481882093,2.4178449386675704,18.20125279354066,-0.7753497356252161,-1.1501534591188687,41.282488045742106,146.37873781962978,-1.0665242339902719,25.27323069648517,False,4.341654262959371
r_side_parity_balance_wf,v0.07,4433,580,-130,-13,35788.04999999999,4111.449999999991,3144.960000000021,-479.8850000000011,0.4473268666817054,0.42931034482758623,0.006388887282187561,0.004352503343606484,0.5357545680126325,0.5275862068965518,0.0038676515103314157,0.0014479269640054193,11.371623422486547,9.359635180363242,1.223024567577884,-1.0799006477559931,2.6967716353403977,3.2701100844682927,0.2597949122908676,-0.37008935518289565,1.6838252876058946,2.64378159024161,0.15163418781811155,-0.5467851326173037,-12.879063709693494,-7.820741452678693,0.3832070252129629,-1.562513727936432,3.497541720537865,13.567851232499077,0.30434704624507836,-5.783555020160453,45.04506264611816,106.11065655778322,2.6960503663857835,-14.99485056536139,False,4.339038548919442
avg_local_old_parity,v0.45,3592,519,-971,-74,26097.360000000022,5391.979999999993,-6545.729999999945,800.6450000000013,0.44320712694877507,0.44701348747591524,0.002269147549257222,0.02205564599193549,0.530902004454343,0.5414258188824663,-0.000984912047958142,0.015287538949919965,9.321074939380104,13.05020669358038,-0.827523915528559,2.6106708654611452,2.068183412465902,4.5052180664995145,-0.36879331058362785,0.8650186268483262,1.2617336927481861,3.9034515015861095,-0.27045740703959686,0.7128847787271959,-31.220842251056634,-4.207892830456195,-17.95857151615018,2.050334894286066,1.2363169583120803,35.467485248233345,-1.9568777159807063,16.116078995573815,38.59885672776762,149.24337689035195,-3.7501555519647596,28.13786976720735,False,4.284315784034625
min_r_side_parity_balance_wf_r_veto_gex_skewterm_wf,v0.12,4357,568,-206,-25,36198.504999999976,4012.6549999999907,3555.415000000008,-578.6800000000012,0.44778517328436995,0.4295774647887324,0.00684719388485211,0.004619623304752629,0.5375258205187056,0.5264084507042254,0.0056389040164044335,0.0002701707716790125,11.2690522948894,9.226640772519932,1.1204534399807375,-1.2128950555993026,2.6699598721817406,3.135425730612933,0.23298314913221052,-0.5047737090382554,1.6617230885810323,2.474799026846717,0.12953198879324934,-0.7157676960121968,-15.102634330285024,-7.938752801855786,-1.8403635953785678,-1.6805250771135256,3.0140807237145073,12.985923936260388,-0.17911395057827928,-6.365482316399142,45.52055901222105,103.09204003367327,3.1715467324886717,-18.013467089471334,False,4.276418780542914
min_r_side_parity_balance_wf_r_veto_gex_skewterm_wf,v0.25,4080,543,-483,-50,35338.23999999998,3936.7649999999976,2695.150000000016,-654.5699999999943,0.44730392156862747,0.43462246777163904,0.0063659421691096285,0.009664626287659295,0.5387254901960784,0.5248618784530387,0.006838573693777272,-0.001276401479507694,11.399660619007877,9.30537834282048,1.251061764099214,-1.1341574852987542,2.6240907665787643,3.1261276647197813,0.18711404352923422,-0.514071774931407,1.6330094373595212,2.6388636717421488,0.10081833757173819,-0.5517030511167649,-15.573061632551566,-13.270085895337914,-2.3107908976451093,-7.011858170595653,2.931249736344044,7.684106573647089,-0.2619449379487424,-11.66729967901244,45.64853280448633,101.96875426122757,3.2995205247539516,-19.13675286191703,False,4.217898247188144
min_local_old_parity,v0.30,3880,539,-683,-54,33879.744999999995,3604.3799999999933,1236.655000000028,-986.9549999999986,0.45463917525773195,0.44155844155844154,0.01370119585821411,0.01660060007446179,0.5402061855670103,0.5324675324675324,0.008319269064709145,0.006329252534986063,11.125664306166925,8.413823079503397,0.9770654512582624,-2.025712748615838,2.530055137992537,2.8281601252166544,0.09307841494300684,-0.8120393144345339,1.5115617596991644,2.2388647207554646,-0.02062934008861861,-0.951702002103449,-18.56944316140623,-10.877783044397605,-5.307172426499774,-4.619555319655344,2.4378573703572672,8.448796369997762,-0.7553373039355193,-10.902609882661768,45.26965387446453,91.90417389912969,2.920641594732153,-29.201333224014917,False,4.184080347625224
min_local_old_parity,v0.40,3605,515,-958,-78,31229.724999999995,3779.8649999999993,-1413.3649999999725,-811.4699999999925,0.45464632454923715,0.45048543689320386,0.013708345149719303,0.025527595409224113,0.5384188626907074,0.5339805825242718,0.006531946188406246,0.00784230259172547,10.789849505668174,9.120265858006382,0.6412506507595115,-1.3192699701128525,2.3975304198407508,3.0433817258042524,-0.03944630320877929,-0.5968177138469359,1.4172109041475678,2.5008592476159586,-0.11498019564021522,-0.6897074752429551,-17.075846100199964,-12.463574016746703,-3.8135753652935076,-6.205346292004442,2.573525645366057,7.9821334186318,-0.6196690289267295,-11.36927283402773,43.94512785518858,99.48591067466484,1.5961155754562029,-21.61959644847977,False,4.166153906417663
min_r_side_parity_balance_wf_r_veto_gex_skewterm_wf,t1.50,4563,593,0,0,32701.27499999998,5389.544999999991,58.185000000012224,798.2099999999991,0.4418145956607495,0.4266441821247892,0.0008766162612316442,0.0016863406408094694,0.5318869165023011,0.5328836424957841,0.0,0.006745362563237767,9.82870645230021,11.685843692656725,-0.31989240260845264,1.2463078645374903,2.3932589455753615,3.7062623012831373,-0.043717777474168606,0.06606286163194897,1.4826026790541427,3.324110400037399,-0.04958842073364034,0.13354367717848525,-17.31855137467416,-5.844976590501327,-4.056280639767705,0.41325113424093374,2.4480268478156066,25.196258713151828,-0.7451678264771799,5.844852460492298,42.396278730476226,147.27154234658752,0.047266450743848054,26.16603522344292,False,4.1070875868066485
r_side_local_dex_wf,v0.35,3970,573,-593,-20,30094.01999999998,4970.994999999992,-2549.069999999989,379.65999999999985,0.44105793450881614,0.44153577661431065,0.00011995510929829756,0.0165779351303309,0.5327455919395466,0.5427574171029669,0.000858675437245493,0.016619137170420517,10.230353452799777,11.569321507834825,0.0817545978911145,1.1297856797155905,2.3560606075908486,3.9534797618517667,-0.08091611545868149,0.31328032220057844,1.4300674836984433,3.024491941186111,-0.10212361608933973,-0.16607478167280254,-16.895929177871594,-7.831084101436192,-3.633658442965137,-1.572856376693931,2.4739007506834585,17.02956935341792,-0.7192939236093281,-2.3218368992416103,41.79885187663108,133.35998981785607,-0.5501604031012945,12.25448269471147,False,4.088894647394468
avg_r_side_risk_safe_oi_gap_wf_r_veto_gex_skewterm_wf,t2.00,4563,593,0,0,32207.32999999998,5308.859999999988,-435.7599999999875,717.524999999996,0.4396230550076704,0.4350758853288364,-0.0013149243918474385,0.01011804384485665,0.5334209949594565,0.5261382799325464,0.0015340784571553634,0.0,9.65673879018586,11.86408216981882,-0.4918600647228022,1.4245463416995854,2.2953592841278847,3.8659976632010444,-0.14161743892164536,0.22579822354985613,1.42187301042496,3.5548304803778104,-0.11031808936282306,0.3642637575188967,-20.592471629753895,-7.3138873879707305,-7.330200894847438,-1.0556596632284698,2.0392629162233966,19.76472021894543,-1.15393175806939,0.41331396628590156,41.99346374793949,144.55693793611508,-0.35554853179289125,23.45143081297047,False,4.062922791861065
min_r_side_local_gex_wf_r_side_parity_balance_wf,v0.06,4453,583,-110,-10,34795.59499999997,4358.6499999999905,2152.5050000000047,-232.6850000000013,0.4455423310128004,0.4288164665523156,0.004604351613282542,0.0038586250683358414,0.5369413878284303,0.5283018867924528,0.0050544713261291285,0.002163606859906464,10.812663667119212,9.797354479395898,0.6640648122105492,-0.6421813487233372,2.578032247555138,3.48261954640457,0.141055524505608,-0.15757989324661814,1.6190531992569526,3.0648892789597837,0.08686209946916956,-0.12567744389912994,-15.768977829713437,-6.249789838259511,-2.5067070948069805,0.008437886482749235,2.8041787017428867,18.20316808922506,-0.38901597254989984,-1.1482381634344705,44.21903177833819,113.76597494816858,1.8700194986058136,-7.3395321749760285,False,4.007743567185271
r_veto_gex_skewterm_wf,v0.04,4499,591,-64,-2,33624.94499999996,4780.2399999999925,981.8549999999959,188.90500000000065,0.4440986885974661,0.428087986463621,0.0031607091979482527,0.0031301449796412584,0.5338964214269838,0.5313028764805414,0.002009504924682659,0.0051645965479950595,10.286112235999793,10.731588168367004,0.13751338109113043,0.2920523402477695,2.4809569462010055,3.7393422109008503,0.04398022315147543,0.09914277124966198,1.5561246701320117,3.2567000149539735,0.023933570344228716,0.06613329209505991,-15.373283165179997,-5.846582386288867,-2.11101243027354,0.41164533845339335,2.8191433413192852,21.74939220979091,-0.37405133297350135,2.397985957131379,43.33948886933305,127.15961340625182,0.9904765896006751,6.054106283107217,False,3.956075297771754
avg_old_parity,v0.01,4538,591,-25,-2,33473.15499999997,4746.314999999991,830.0650000000023,154.97999999999956,0.44270603790215957,0.42978003384094754,0.0017680585026417228,0.004822192356967792,0.5323931247245483,0.5329949238578681,0.0005062082222471176,0.006856643925321704,10.32367292702791,10.727692017689327,0.17507407211924786,0.2881561895700919,2.4742809701644592,3.755619539746974,0.03730424711492919,0.11542010009578574,1.5629811895535977,3.3099758659771994,0.030790089765814654,0.11940914311828577,-14.102231233638529,-5.693930669871805,-0.8399604987320721,0.5642970548704556,3.0540024555971725,22.1404275432644,-0.13919221869561405,2.7890212906048717,43.06824881693121,126.06605943266764,0.7192365371988316,4.960552309523038,False,3.9402813348476897
r_side_parity_balance_wf,t1.00,4563,593,0,0,32152.469999999987,5016.624999999993,-490.6199999999808,425.2900000000009,0.4394039009423625,0.4317032040472175,-0.0015340784571553634,0.006745362563237767,0.5327635327635327,0.5362563237774031,0.0008766162612315886,0.010118043844856706,10.046519781062058,11.272795298194112,-0.10207907384660508,0.8332594700748768,2.420707864911964,3.8077755831069977,-0.016268858137566067,0.1675761434558094,1.5301489680679885,3.7081361799490686,-0.0020421317197945044,0.517569457090155,-15.08494429108036,-5.895016925329067,-1.8226735561739034,0.3632107994131939,2.780819379627315,22.87629265773504,-0.4123752946654715,3.5248864050755095,41.94850542523469,134.85613240612912,-0.4005068544976851,13.750625282984515,False,3.904016108944465
r_side_local_dex_wf,t2.00,4563,593,0,0,32069.74499999998,5098.604999999991,-573.3449999999866,507.2699999999995,0.43611658996274383,0.44013490725126475,-0.004821389436774015,0.015177065767285003,0.5294762217839141,0.5345699831365935,-0.002410694718387063,0.00843170320404718,9.945190617048935,11.69888603016337,-0.20340823785972795,1.2593502020441356,2.40896765197049,3.8021580177958203,-0.028009071079039938,0.161958578144632,1.5105861730898538,2.9948783917530797,-0.02160492669792924,-0.19568833110583395,-16.017883198936676,-7.2616016873317975,-2.7556124640302198,-1.0033739625895368,2.614616872870306,18.94302812815018,-0.5785778014224805,-0.4083781245093512,41.88062767960563,137.55672501854903,-0.4683846001267469,16.451217895404426,False,3.9037320247522747
r_side_parity_fwd_z_wf,v0.02,4496,585,-67,-8,34611.95499999998,4178.624999999989,1968.8650000000125,-412.71000000000276,0.44973309608540923,0.42905982905982903,0.008795116685891391,0.004101987575849286,0.5382562277580071,0.5282051282051282,0.006369311255705945,0.002066848272581856,10.76306003038301,9.44112942218444,0.6144611754743465,-0.9984064059347943,2.5733621651925027,3.3771270240575144,0.13638544214297266,-0.2630724155936739,1.6079633665785396,2.9561131365666147,0.07577226679075655,-0.23445358629229895,-14.315931221159639,-6.422546345182411,-1.0536604862531824,-0.16431862044015055,3.0715929538814435,16.843237281194963,-0.1216017204113431,-2.508168971464567,43.97271346716531,108.17647204137883,1.6237011874329355,-12.929035081765775,False,3.8923667206211356
r_side_local_gex_wf,v0.08,4454,589,-109,-4,33439.369999999966,4819.844999999992,796.2799999999988,228.51000000000022,0.44252357431522227,0.4295415959252971,0.0015855949157044247,0.004583754441317367,0.5323304894476875,0.5365025466893039,0.00044357294538632797,0.0103642667567575,10.24926064627525,10.792279555003418,0.10066179136658704,0.3527437268841833,2.4626832100136005,3.7441913624619625,0.025706486964070407,0.10399192281077418,1.5398243217280172,3.12734799573988,0.007633221940234192,-0.06321872711903342,-17.184675712174325,-7.043864321352167,-3.9224049772678686,-0.7856365966099066,2.5132980744021083,18.234274659512863,-0.6798965998906783,-1.1171315931466665,43.19021237663241,128.4397566998786,0.8412000969000317,7.334249576733981,False,3.875922445038844
avg_parity_core,v0.10,4428,585,-135,-8,36851.37999999998,3817.7349999999924,4208.290000000015,-773.5999999999995,0.4491869918699187,0.4256410256410256,0.00824901247040083,0.0006831841570458796,0.5381662149954833,0.5230769230769231,0.006279298493182206,-0.003061356855623254,11.736435704384613,8.680882655561263,1.5878368494759503,-1.7586531725579722,2.7507613541034486,3.0542722013062797,0.3137846310539185,-0.5859272383449086,1.6985407522590745,2.611983951908136,0.16634965247129152,-0.5785827709507778,-13.359575329797668,-7.791784753941721,-0.09730459489121124,-1.5335570291994607,3.4368388658173656,12.475288809262436,0.24364419152457906,-6.876117443397094,45.91470772426347,97.20476514503082,3.5656954445310944,-23.900741978113786,False,3.85465038509012
avg_r_side_risk_safe_oi_gap_wf_r_veto_gex_skewterm_wf,v0.07,4469,589,-94,-4,32139.959999999977,4997.214999999991,-503.1299999999901,405.8799999999992,0.4441709554710226,0.4295415959252971,0.003232976071504745,0.004583754441317367,0.533900201387335,0.533106960950764,0.002013284885033828,0.006968681018217682,10.044841176924308,11.389334143490299,-0.10375767798435476,0.9497983153710639,2.381036763585342,3.9691814958546456,-0.05593995946418806,0.32898205620345733,1.487371438686641,3.3977336189361,-0.044819661101141994,0.2071668960771862,-18.47330498117189,-6.1935188310748845,-5.211034246265433,0.06470889366737609,2.2832818789492615,21.6708946475565,-0.9099127953435251,2.319488394896972,42.1797625078129,134.21909408588112,-0.16924977191947477,13.11358696273652,False,3.849039345230007
avg_r_side_risk_safe_oi_gap_wf_r_veto_gex_skewterm_wf,v0.30,4131,576,-432,-17,28668.264999999978,5624.444999999991,-3974.82499999999,1033.1099999999988,0.43960300169450495,0.4392361111111111,-0.0013349777050128964,0.014278269627131357,0.5315904139433552,0.5381944444444444,-0.0002965025589459769,0.01205616451189806,9.310356978156515,13.019033274377312,-0.8382418767521482,2.5794974462580775,2.1357696847870273,4.295669643378072,-0.3012070382625027,0.6554702037268836,1.3063281657913441,3.5219868153992766,-0.22586293399643886,0.331420092540363,-17.061850122210444,-6.809006222746616,-3.7995793873039876,-0.5507784980043553,2.3332941469868977,22.80274787694188,-0.8599005273058888,3.4513416242823496,39.810315026921316,155.26405218981944,-2.538697252811062,34.15854506667483,False,3.8324043626175848
r_veto_gex_skewterm_wf,v0.05,4493,587,-70,-6,32754.679999999968,4935.084999999992,111.59000000000015,343.75,0.44179835299354553,0.43100511073253833,0.0008603735940276858,0.006047269248558584,0.5326062764300022,0.534923339011925,0.0007193599277011131,0.008785059079378654,9.976745169234409,11.150476649247953,-0.17185368567425385,0.7109408211287178,2.4091595249460394,3.815499885664917,-0.027817198103490703,0.17530044601372863,1.5100396042376283,3.294919402372272,-0.02215149555015472,0.10435267951335847,-15.860048949276372,-6.26519363420579,-2.5977782143699155,-0.006965909463529485,2.688216433104794,21.098481734701004,-0.5049782411879926,1.747075482041474,42.635244215291166,132.18607345565587,0.28623193555878856,11.080566332511268,False,3.8144536506855724
avg_parity_core,v0.30,3909,537,-654,-56,28491.114999999983,4636.554999999991,-4151.974999999984,45.219999999999345,0.44768482987976466,0.44692737430167595,0.006746850480246813,0.021969532817696202,0.5326170376055257,0.5363128491620112,0.000730121103224568,0.010174569229464803,10.344378063253846,11.092345642624704,0.1957792083451828,0.6528098145054688,2.3744214122762974,3.583550547865551,-0.06255531077323262,-0.05664889178563737,1.4718312533861615,3.6249946369106767,-0.06035984640162151,0.43442791405176306,-18.225394649148775,-7.499294596466455,-4.963123914242319,-1.2410668717241942,2.2271171896705986,16.5412934355156,-0.966077484622188,-2.8101128171439314,40.59008971164979,124.04803247952816,-1.758922568082589,2.9425253563835554,False,3.806058268270042
r_veto_gex_skewterm_wf,v0.08,4466,583,-97,-10,33087.70999999996,4960.594999999991,444.61999999999534,369.2599999999993,0.44357366771159873,0.4288164665523156,0.002635688312080886,0.0038586250683358414,0.5351545006717421,0.5300171526586621,0.0032675841694409513,0.0038788727261157563,10.013363878476609,11.240832229401473,-0.13523497643205395,0.8012964012822383,2.418417494715113,3.8088071912896777,-0.018559228334416922,0.1686077516384894,1.5142242663037953,3.1786568649353337,-0.017966833483987754,-0.011909857923579903,-17.054507149127176,-6.826259224566067,-3.792236414220719,-0.5680314998238067,2.515816492037899,19.486469101697452,-0.6773781822548877,0.1350628490379222,42.9060103493524,133.0196894596839,0.5569980696200219,11.914182336539284,False,3.8057173324207785
r_side_local_dex_wf,v0.07,4489,592,-74,-1,33652.35499999998,4732.799999999993,1009.265000000014,141.46500000000106,0.44219202494987747,0.42905405405405406,0.0012540455503596282,0.004096212570074309,0.5333036310982402,0.5320945945945946,0.0014167145959390615,0.005956314662048268,10.392307957412363,10.659572297274302,0.2437091025037006,0.22003646915506714,2.4938636059872277,3.725592758153344,0.056886882937697614,0.08539331850215559,1.5692439194972552,3.2822555822836983,0.03705281970947216,0.09168885942478466,-15.572683188441939,-6.265167793910676,-2.3104124535354824,-0.006940069168415164,2.774843126142685,20.052324976001096,-0.41835154815010167,0.7009187233415659,43.21175290104586,125.63118063267274,0.8627406213134847,4.525673509528133,False,3.706165159438134
r_safe_side_oi_wf,v0.06,4487,592,-76,-1,32273.259999999966,5008.794999999993,-369.83000000000175,417.46000000000095,0.4408290617338979,0.4341216216216216,-0.00010891766561993421,0.009163780137641853,0.5328727434811679,0.5287162162162162,0.0009858269788667329,0.0025779362836698683,10.19437287027989,11.411149210584515,0.045774015371227605,0.9716133824652804,2.4135008439935386,3.8800621386922884,-0.023475879055991467,0.23986269904110014,1.5016341633924701,3.1181027292588004,-0.030556936395312873,-0.07246399360011324,-14.084209147772631,-5.932054367135253,-0.8219384128661744,0.32617335760700783,2.992287121045986,22.690122772991003,-0.20090755324680076,3.3387165203314737,42.1439976429981,134.59904188635633,-0.20501463673427622,13.493534763211727,False,3.7036957368533594
avg_r_side_local_gex_wf_r_side_parity_balance_wf,v0.05,4485,588,-78,-5,34670.31999999998,4665.864999999991,2027.2300000000105,74.52999999999884,0.44236343366778147,0.42517006802721086,0.0014254542682636262,0.0002122265432311088,0.5319955406911928,0.532312925170068,0.00010862418889168168,0.006174645237521648,10.771541260354379,10.5677845830904,0.6229424054457162,0.12824875497116572,2.552864341300792,3.642415808055831,0.11588761825126204,0.002216368404642566,1.5939097713237929,3.0389998766796507,0.06171867153600985,-0.15156684617926297,-12.879063709693494,-7.665556613912672,0.3832070252129629,-1.4073288891704117,3.421790717579153,16.108920849671637,0.2285960432863665,-3.2424854029878922,44.06946065293973,123.48384476219616,1.720448373207354,2.3783376390515514,False,3.642801622728841
r_side_local_gex_wf,v0.12,4404,583,-159,-10,33878.549999999974,4594.579999999993,1235.4600000000064,3.2450000000008004,0.4430063578564941,0.4305317324185249,0.002068378456976272,0.005573890934545134,0.5329246139872843,0.5351629502572899,0.0010376974849831688,0.009024670324743522,10.401381883339202,10.356674083429436,0.2527830284305388,-0.08286174468979901,2.489627947187108,3.602120783143556,0.052651224137577834,-0.038078656507632314,1.5536245296986821,2.9988077771897954,0.021433429910899138,-0.19175894566911822,-15.959779876407431,-7.088760390138038,-2.6975091415009746,-0.8305326653957774,2.7314347704582094,17.0987273664407,-0.4617599038345772,-2.252678886218831,43.59309768327848,121.2087812769941,1.2440854035461015,0.10327415384949745,False,3.6405144877568087
min_r_side_parity_balance_wf_r_veto_gex_skewterm_wf,v0.35,3811,521,-752,-72,32894.119999999995,4159.705000000001,251.03000000002794,-431.629999999991,0.4476515350301758,0.43570057581573896,0.0067135556306579525,0.010742734331759207,0.5376541590133823,0.527831094049904,0.005767242511081183,0.001692814117357666,11.190254070638227,9.951966394419614,1.0416552157295644,-0.4875694336996208,2.555021366778806,3.2236767181906365,0.11804464372927592,-0.4165227214605518,1.5817654419434357,2.804805265841709,0.049574342155652706,-0.38576145701720455,-15.720686262300909,-7.227181742169875,-2.458415527394452,-0.9689540174276141,2.826766594336406,15.064191293038562,-0.3664280799563806,-4.287214959620968,44.43871076631547,108.87164827360269,2.0896984865830888,-12.233858849541917,False,3.610250170516887
r_veto_gex_skewterm_wf,v0.06,4488,585,-75,-8,32337.624999999964,5008.454999999992,-305.4650000000038,417.1199999999999,0.4413992869875223,0.4324786324786325,0.0004613075880044448,0.0075207909946527485,0.5320855614973262,0.5333333333333333,0.00019864499502508792,0.007195053400786966,9.809089392422715,11.362533996027086,-0.3395094624859478,0.9229981679078509,2.372898542657263,3.874941860950559,-0.0640781803922672,0.23474242129937073,1.4943155545745266,3.30631740057778,-0.03787554521325642,0.11575067771886616,-15.940701424495451,-6.266910787528801,-2.6784306895889944,-0.008683062786539963,2.653202312057681,21.47595302019326,-0.5399923622351057,2.1245467675337295,42.293905875292495,134.58788165471086,-0.055106404439882795,13.48237453156625,False,3.605156114305084
r_side_parity_fwd_z_wf,v0.03,4482,583,-81,-10,34497.84499999997,4077.0799999999904,1854.7550000000047,-514.2550000000015,0.4500223114680946,0.4305317324185249,0.009084332068576784,0.005573890934545134,0.5388219544846051,0.5283018867924528,0.006935037982303993,0.002163606859906464,10.719362970297919,9.213357003912131,0.570764115389256,-1.2261788242071034,2.5366593429734134,3.203755079330378,0.09968261992388339,-0.43644436032081035,1.582092525811982,2.7977014983408197,0.049901426024199,-0.3928652245180939,-14.057323715836123,-5.889270559373639,-0.7950529809296665,0.3689571653686219,3.1217092094395165,17.838857355054657,-0.07148546485327012,-1.5125488976048729,43.88287690379815,105.05785743398928,1.533864624065771,-16.04764968915532,False,3.5901738594107813
min_r_side_oi_wall_wf_r_side_parity_balance_wf,v0.07,4448,582,-115,-11,32259.049999999977,4875.05999999999,-384.03999999998996,283.72499999999854,0.44177158273381295,0.4329896907216495,0.0008336033342951077,0.008031849237669753,0.5337230215827338,0.5326460481099656,0.0018361050804326373,0.006507768177419271,10.172400141282584,11.051134727882452,0.02380128637392076,0.6115988997632176,2.423206533775337,3.8679878783294295,-0.013770189274193267,0.22778843867824117,1.5204304413236835,3.2265266309810454,-0.01176065846409946,0.03595990812213179,-13.730162030998038,-5.870364784601955,-0.4678912960915813,0.3878629401403053,3.0685974327151873,22.18443879252332,-0.12459724157759933,2.8330325398637903,42.13233995908412,130.23074825378643,-0.21667232064825726,9.125241130641825,False,3.5859090408876506
r_side_local_gex_wf,v0.06,4479,590,-84,-3,33027.66499999997,4821.939999999991,384.57500000000437,230.60499999999956,0.4425094887251619,0.43050847457627117,0.0015715093256440382,0.005550633092291424,0.5327081937932574,0.5338983050847458,0.0008212772909562682,0.0077600251521994235,10.136577558019429,10.837505517711948,-0.012021296889233923,0.3979696895927134,2.43888687790077,3.760159710988158,0.0019101548512399091,0.11996027133696963,1.5303785278025777,3.2311878972750208,-0.0018125719852053468,0.04062117441610713,-16.75425392547327,-6.277436955588489,-3.491983190566815,-0.019209230846228387,2.5550492128294167,20.47134503359405,-0.6381454614633699,1.1199387809345218,42.80794330382464,128.50757784448618,0.4589310240922657,7.402070721341573,False,3.5771903890106036
r_side_parity_fwd_slope_chg_wf,t0.50,4563,593,0,0,34984.579999999965,4591.334999999992,2341.489999999998,0.0,0.44225290379136534,0.42495784148397975,0.001314924391847494,0.0,0.5329826868288406,0.5261382799325464,0.0010957703265395136,0.0,10.889782991738349,10.439535828119235,0.7411841368296859,0.0,2.6052638547137015,3.6401994396511883,0.16828713166417142,0.0,1.6446003973883248,3.1905667228589136,0.11240929760054175,0.0,-13.850247161580597,-6.258227724742261,-0.5879764266741407,0.0,3.1922748276407384,19.35140625265953,-0.0009198466520481396,0.0,44.21379537051633,121.1055071231446,1.864783090783952,0.0,False,3.5675993531210737
r_side_parity_fwd_slope_chg_wf,t0.30,4563,593,0,0,34723.72499999996,4591.334999999992,2080.6349999999948,0.0,0.443129520052597,0.42495784148397975,0.002191540653079138,0.0,0.5347359193513039,0.5261382799325464,0.002849002849002802,0.0,10.792199866759212,10.439535828119235,0.6436010118505493,0.0,2.5838980422311546,3.6401994396511883,0.14692131918162454,0.0,1.6309707513738934,3.1905667228589136,0.09877965158611035,0.0,-12.918872543806925,-6.258227724742261,0.3433981910995314,0.0,3.406623565553547,19.35140625265953,0.21342889126076026,0.0,44.00973564811537,121.1055071231446,1.660723368382989,0.0,False,3.5568955235158
min_old_parity,v0.04,4442,585,-121,-8,36771.41999999997,3742.369999999989,4128.330000000002,-848.9650000000029,0.4520486267447096,0.4239316239316239,0.011110647345191738,-0.0010262175523558237,0.5416479063484917,0.5230769230769231,0.00976098984619056,-0.003061356855623254,11.4270060970683,8.370082084449823,1.2784072421596377,-2.0694537436694116,2.7398694049558885,2.9107726038560546,0.30289268190635843,-0.7294268357951337,1.7132484713004588,2.5354380418394262,0.18105737151267576,-0.6551286810194874,-14.21897973695101,-7.196872716588998,-0.956709002044553,-0.9386449918467372,3.236142061091065,13.193617054799368,0.042947386798278586,-6.157789197860161,46.01463839254873,94.95278261480887,3.665626112816355,-26.152724508335737,False,3.5463893560542292
r_side_risk_safe_oi_gap_wf,v0.30,4113,579,-450,-14,29058.25499999999,5186.454999999989,-3584.8349999999773,595.1199999999972,0.4415268660345247,0.4386873920552677,0.0005888866350068356,0.01372955057128794,0.5327011913445174,0.533678756476684,0.0008142748422163004,0.0075404765441375865,9.92748673109671,12.187112871056312,-0.22111212381195244,1.7475770429370776,2.288861979902671,4.247778230386595,-0.14811474314685924,0.6075787907354071,1.3990692995158238,3.696266297310406,-0.1331218002719592,0.5056995744514925,-17.68413399423274,-5.286464707465677,-4.421863259326285,0.9717630172765839,2.284102365963895,26.571376643147612,-0.9090923083288915,7.219970390488083,40.39237229624955,140.46864485277766,-1.9566399834828303,19.363137729633053,False,3.5191541773069788
